,t,name,var,value
0,6268.0,TRIAL_AVAILABLE_EVENT,,
1,6269.0,,correct_side,right
2,6269.0,,init_port,N
3,6269.0,,this_interval,1380.0
4,6269.0,,stim_long,False
5,38672.0,TRIAL_ENTRY_EVENT,,
6,38673.0,STIM_ONSET_EVENT,,
7,40054.0,CHOICE_STATE,,
8,40054.0,STIM_OFFSET_EVENT,,
9,41033.0,CHOICE_LONG_EVENT,,
10,41033.0,CHOICE_EVENT,,
11,41033.0,CHOICE_INCORRECT_EVENT,,
12,41033.0,CHOICE_LEFT_EVENT,,
13,57777.0,TRIAL_AVAILABLE_EVENT,,
14,57778.0,,this_interval,600.0
15,57778.0,,correct_side,right
16,57778.0,,init_port,N
17,57778.0,,stim_long,False
18,68689.0,TRIAL_ENTRY_EVENT,,
19,68690.0,STIM_ONSET_EVENT,,
20,69291.0,STIM_OFFSET_EVENT,,
21,69291.0,CHOICE_STATE,,
22,70460.0,CHOICE_RIGHT_EVENT,,
23,70460.0,CHOICE_EVENT,,
24,70460.0,CHOICE_CORRECT_EVENT,,
25,70460.0,CHOICE_SHORT_EVENT,,
26,71261.0,REWARD_EVENT,,
27,77796.0,TRIAL_AVAILABLE_EVENT,,
28,77796.0,TRIAL_ENTRY_EVENT,,
29,77797.0,,init_port,N
30,77797.0,,this_interval,1260.0
31,77797.0,,correct_side,right
32,77797.0,STIM_ONSET_EVENT,,
33,77797.0,,stim_long,False
34,79058.0,STIM_OFFSET_EVENT,,
35,79058.0,CHOICE_STATE,,
36,80040.0,CHOICE_INCORRECT_EVENT,,
37,80040.0,CHOICE_LEFT_EVENT,,
38,80040.0,CHOICE_LONG_EVENT,,
39,80040.0,CHOICE_EVENT,,
40,96903.0,TRIAL_AVAILABLE_EVENT,,
41,96904.0,,this_interval,1620.0
42,96904.0,,init_port,N
43,96904.0,,stim_long,True
44,96904.0,,correct_side,left
45,99912.0,TRIAL_ENTRY_EVENT,,
46,99913.0,STIM_ONSET_EVENT,,
47,101534.0,STIM_OFFSET_EVENT,,
48,101534.0,CHOICE_STATE,,
49,102374.0,CHOICE_CORRECT_EVENT,,
50,102374.0,CHOICE_LONG_EVENT,,
51,102374.0,CHOICE_LEFT_EVENT,,
52,102374.0,CHOICE_EVENT,,
53,103175.0,REWARD_EVENT,,
54,109018.0,TRIAL_AVAILABLE_EVENT,,
55,109019.0,,correct_side,right
56,109019.0,,init_port,N
57,109019.0,,this_interval,1380.0
58,109019.0,,stim_long,False
59,111442.0,TRIAL_ENTRY_EVENT,,
60,111443.0,STIM_ONSET_EVENT,,
61,112824.0,CHOICE_STATE,,
62,112824.0,STIM_OFFSET_EVENT,,
63,113614.0,CHOICE_EVENT,,
64,113614.0,CHOICE_RIGHT_EVENT,,
65,113614.0,CHOICE_CORRECT_EVENT,,
66,113614.0,CHOICE_SHORT_EVENT,,
67,114415.0,REWARD_EVENT,,
68,120548.0,TRIAL_AVAILABLE_EVENT,,
69,120549.0,,this_interval,1260.0
70,120549.0,,stim_long,False
71,120549.0,,correct_side,right
72,120549.0,,init_port,N
73,121658.0,TRIAL_ENTRY_EVENT,,
74,121658.0,STIM_ONSET_EVENT,,
75,122920.0,CHOICE_STATE,,
76,122920.0,STIM_OFFSET_EVENT,,
77,123716.0,CHOICE_INCORRECT_EVENT,,
78,123716.0,CHOICE_LEFT_EVENT,,
79,123716.0,CHOICE_LONG_EVENT,,
80,123716.0,CHOICE_EVENT,,
81,140764.0,TRIAL_AVAILABLE_EVENT,,
82,140765.0,,init_port,N
83,140765.0,,this_interval,1380.0
84,140765.0,,stim_long,False
85,140765.0,,correct_side,right
86,142694.0,TRIAL_ENTRY_EVENT,,
87,142695.0,STIM_ONSET_EVENT,,
88,144077.0,STIM_OFFSET_EVENT,,
89,144077.0,CHOICE_STATE,,
90,144670.0,CHOICE_SHORT_EVENT,,
91,144670.0,CHOICE_CORRECT_EVENT,,
92,144670.0,CHOICE_EVENT,,
93,144670.0,CHOICE_RIGHT_EVENT,,
94,161800.0,TRIAL_AVAILABLE_EVENT,,
